id,city_id,first_name,last_name,email,phone,gender,segment,birth_date,is_active
25,787,Alexandra,Paul,alexandra.paul@gmail.com,+49-4721-7124,Female,Occasional,1971-06-24,True
26,733,Peter,Becker,peter.becker@gmail.com,+49-0325-3695,Male,Occasional,1963-07-28,True
27,678,Michael,Lee,michael.lee@gmail.com,+52-7350-7810,Male,Sports Enthusiast,1960-09-26,True
28,625,Rose,Garrett,rose.garrett@gmail.com,+52-6461-2614,Female,Occasional,1988-05-16,True
29,262,Rhonda,Walker,rhonda.walker@gmail.com,+1-1962-7564,Female,Standard,1990-02-10,True
30,620,Veronica,Coffey,veronica.coffey@gmail.com,,Female,Occasional,2005-01-13,True
31,668,Andrew,Vasquez,andrew.vasquez@gmail.com,,Male,Standard,1972-07-02,True
32,696,Michael,Obrien,michael.obrien@gmail.com,,Male,Occasional,1997-11-14,True
33,705,Adam,Joyce,adam.joyce@gmail.com,+49-0481-1353,Male,Sports Enthusiast,1968-07-07,True
34,472,Margaret,Rodriguez,margaret.rodriguez@gmail.com,+1-7295-9867,Female,Standard,1951-11-10,True
35,784,Donald,Mason,donald.mason@gmail.com,+49-0712-9969,Male,Occasional,1976-02-14,True
36,132,Christopher,Lee,christopher.lee@gmail.com,+52-0029-3313,Male,Standard,1982-03-26,True
37,512,Nancy,Chambers,nancy.chambers@gmail.com,+1-1368-8415,Female,Occasional,1966-03-20,True
38,683,Lindsey,Thompson,lindsey.thompson@gmail.com,+1-5195-6176,Female,Occasional,1953-12-18,True
39,448,Kevin,Reese,kevin.reese@gmail.com,+49-5528-5870,Male,Standard,1958-05-30,True
40,540,Bethany,Mahoney,bethany.mahoney@gmail.com,+49-2933-5287,Female,Sports Enthusiast,1994-11-21,True
41,273,Scott,Ibarra,scott.ibarra@gmail.com,+49-6472-6847,Male,Standard,1991-01-27,True
42,560,Monica,Hill,monica.hill@gmail.com,+44-3101-8508,Female,Occasional,1979-09-03,False
43,112,Sarah,Johnson,sarah.johnson@gmail.com,+34-0581-0580,Female,Premium,1980-02-10,True
44,218,Tracy,Byrd,tracy.byrd@gmail.com,+52-9744-7619,Female,Premium,1958-08-01,True
45,454,Lisa,Becker,lisa.becker@gmail.com,+52-4653-3347,Female,Occasional,1959-04-20,True
46,1,Sonya,Smith,sonya.smith@gmail.com,+1-2628-1915,Female,Occasional,1987-12-08,True
47,9,Jessica,Nunez,jessica.nunez@gmail.com,+1-4505-2194,Female,Sports Enthusiast,1989-12-02,True
48,364,Marie,Nash,marie.nash@gmail.com,9796-2914,Female,Occasional,1985-10-25,True
49,450,Erica,Richard,erica.richard@gmail.com,9859-1981,Female,Standard,1987-04-10,True
50,766,Jennifer,Martinez,jennifer.martinez@gmail.com,+44-7885-8748,Female,Standard,1987-09-01,True
51,446,Kelly,Simpson,kelly.simpson@gmail.com,+49-9844-4961,Female,Occasional,1975-12-22,True
52,520,Kelly,Williams,kelly.williams@gmail.com,+52-7437-2123,Female,Occasional,1992-03-22,True
53,607,Nathan,Williams,nathan.williams@gmail.com,+44-1898-7557,Male,Occasional,1975-05-07,True
54,360,Tamara,Patel,tamara.patel@gmail.com,+44-0005-9054,Female,Standard,1988-08-24,True
55,298,Eugene,Myers,eugene.myers@gmail.com,5919-3442,Male,Standard,1974-05-25,True
56,625,Frances,Beard,frances.beard@gmail.com,,Female,Occasional,1966-05-12,True
57,600,Rhonda,Mooney,rhonda.mooney@gmail.com,+34-3353-5975,Female,Occasional,2003-07-04,True
58,783,Darius,Norris,darius.norris@gmail.com,+1-1960-8787,Male,Standard,1972-12-11,True
59,467,Tina,Stark,tina.stark@gmail.com,+49-7376-3097,Female,Standard,1963-03-25,True
60,344,Christina,Murphy,christina.murphy@gmail.com,+52-6097-9785,Female,Occasional,1962-03-23,True
61,703,Amy,Garrett,amy.garrett@gmail.com,+34-0729-6290,Female,Standard,2003-07-06,True
62,396,Alyssa,Reynolds,alyssa.reynolds@gmail.com,+1-6527-8254,Female,Sports Enthusiast,1953-07-19,True
63,565,Alexander,Robles,alexander.robles@gmail.com,+52-7117-7539,Male,Occasional,1981-03-03,True
64,312,Taylor,Pittman,taylor.pittman@gmail.com,+34-8198-7088,Female,Standard,1968-10-14,True
65,535,David,Wells,david.wells@gmail.com,5365-9726,Male,Premium,1980-03-03,True
66,460,Tina,Wall,tina.wall@gmail.com,+49-0513-0696,Female,Occasional,1975-03-10,False
67,461,Samantha,Stone,samantha.stone@gmail.com,+1-8702-7853,Female,Sports Enthusiast,1960-06-29,True
68,248,Cynthia,Jones,cynthia.jones@gmail.com,+49-9241-3717,Female,Occasional,1994-07-05,True
69,210,Lindsay,Gonzales,lindsay.gonzales@gmail.com,+44-5830-6848,Female,Premium,1991-03-23,True
70,487,Brendan,Griffin,brendan.griffin@gmail.com,+1-3866-5606,Male,Standard,1962-03-09,True
71,363,David,Villegas,david.villegas@gmail.com,+1-5410-5772,Prefer Not to Say,Occasional,1977-01-28,True
72,334,Thomas,Bennett,thomas.bennett@gmail.com,+49-8988-1085,Male,Standard,1992-06-03,True
73,17,Steve,Steele,steve.steele@gmail.com,+34-7208-0241,Male,Occasional,1977-09-24,True
74,439,Richard,Brown,richard.brown@gmail.com,+34-9316-6081,Male,Standard,2003-02-24,True
75,47,Rebekah,Brown,rebekah.brown@gmail.com,+52-6134-0475,Female,Standard,2000-10-02,True
76,638,Lisa,Reynolds,lisa.reynolds@gmail.com,+49-8922-7069,Female,Premium,1980-06-27,True
77,217,Ashley,Brown,ashley.brown@gmail.com,+44-3565-8036,Female,Standard,1973-12-24,True
78,358,Anthony,Horn,anthony.horn@gmail.com,+34-5817-0833,Male,Occasional,1964-10-03,True
79,748,Jennifer,Williamson,jennifer.williamson@gmail.com,+34-4966-3900,Female,Sports Enthusiast,1981-11-03,True
80,309,Jason,Hancock,jason.hancock@gmail.com,4886-7251,Male,Premium,1955-05-21,True
81,594,Rachel,Hanson,rachel.hanson@gmail.com,,Female,Premium,1998-08-24,True
82,605,Jesse,Marshall,jesse.marshall@gmail.com,,Male,Occasional,2001-11-15,True
83,112,Jeffrey,Oliver,jeffrey.oliver@gmail.com,+44-1303-8469,Male,Occasional,1972-10-05,True
84,159,Ashley,Curtis,ashley.curtis@gmail.com,+34-4662-5731,Female,Standard,1975-09-27,True
85,317,Michael,Johnson,michael.johnson@gmail.com,+44-7622-9579,Male,Standard,1998-10-11,True
86,793,Joseph,Matthews,joseph.matthews@gmail.com,+44-9717-3315,Male,Occasional,1958-08-23,True
87,269,Ashley,Smith,ashley.smith@gmail.com,4471-6504,Female,Occasional,2005-03-01,True
88,89,Micheal,Watkins,micheal.watkins@gmail.com,+49-8296-9454,Male,Standard,1969-11-17,True
89,22,Sara,Strong,sara.strong@gmail.com,+52-8049-8762,Female,Standard,1998-03-12,True
90,676,Beth,Hicks,beth.hicks@gmail.com,+34-2427-6074,Female,Standard,1991-03-19,True
91,334,Henry,Olson,henry.olson@gmail.com,2613-5342,Male,Standard,1985-01-02,True
92,75,Marc,Lopez,marc.lopez@gmail.com,+52-2138-4155,Male,Occasional,1958-07-01,True
93,644,Brenda,Williams,brenda.williams@gmail.com,,Female,Standard,1976-12-04,True
94,161,Cameron,Silva,cameron.silva@gmail.com,+44-8084-8207,Male,Occasional,1965-04-17,True
95,680,Jose,Pearson,jose.pearson@gmail.com,,Male,Occasional,1991-08-03,True
96,255,Heather,Silva,heather.silva@gmail.com,,Female,Sports Enthusiast,1964-08-15,True
97,344,Joshua,Thomas,joshua.thomas@gmail.com,+52-2776-7469,Male,Sports Enthusiast,1967-12-24,True
98,275,Julie,Morrison,julie.morrison@gmail.com,+52-8774-9294,Female,Standard,1997-05-18,True
99,704,Eddie,Cordova,eddie.cordova@gmail.com,+49-7266-8490,Male,Standard,2001-12-04,True
100,496,Joseph,Sandoval,joseph.sandoval@gmail.com,+1-2031-6131,Male,Occasional,1970-07-19,True
101,17,Charles,Young,charles.young@gmail.com,+44-8333-1518,Male,Occasional,1986-08-21,True
102,710,Robert,Hansen,robert.hansen@gmail.com,+52-2801-9388,Male,Sports Enthusiast,1959-12-22,True
103,363,Amy,Cooper,amy.cooper@gmail.com,,Female,Standard,1975-09-09,True
104,23,Vanessa,Davidson,vanessa.davidson@gmail.com,5734-1591,Female,Occasional,1986-11-06,True
105,669,Christina,Jones,christina.jones@gmail.com,+1-6504-6026,Female,Standard,2007-05-13,True
106,45,Collin,Alvarez,collin.alvarez@gmail.com,+1-5182-6135,Male,Sports Enthusiast,1964-02-09,True
107,331,Michael,Mcdonald,michael.mcdonald@gmail.com,,Male,Standard,2003-01-20,True
108,658,Melissa,Christian,melissa.christian@gmail.com,+52-2981-0997,Female,Standard,1956-04-05,True
109,690,Kylie,Rogers,kylie.rogers@gmail.com,+34-0836-8168,Female,Occasional,1970-07-20,True
110,200,Elijah,Murphy,elijah.murphy@gmail.com,+1-0871-4390,Male,Standard,2004-09-13,True
111,757,Ashley,Walter,ashley.walter@gmail.com,,Female,Standard,1994-07-23,False
112,734,Thomas,Crawford,thomas.crawford@gmail.com,+49-4748-5798,Male,Standard,2004-12-01,True
113,139,Tamara,Fowler,tamara.fowler@gmail.com,+1-8152-2932,Female,Occasional,1993-01-20,True
114,299,Melissa,Owens,melissa.owens@gmail.com,1493-8475,Female,Occasional,1992-10-18,True
115,755,Daniel,Castillo,daniel.castillo@gmail.com,+44-4780-0792,Male,Occasional,1960-04-16,True
116,558,Patricia,Briggs,patricia.briggs@gmail.com,+44-3755-5045,Female,Standard,1989-01-10,True
117,149,Renee,Bennett,renee.bennett@gmail.com,+49-7099-0317,Female,Occasional,2004-12-30,False
118,690,Jennifer,Mckenzie,jennifer.mckenzie@gmail.com,+49-8043-3315,Female,Sports Enthusiast,1988-02-06,True
119,416,Aaron,Smith,aaron.smith@gmail.com,,Male,Occasional,2006-10-26,True
120,213,Heather,Spencer,heather.spencer@gmail.com,+34-2062-2609,Female,Premium,1990-07-14,True
121,195,Charles,Alexander,charles.alexander@gmail.com,+1-3161-4082,Male,Sports Enthusiast,1983-09-05,True
122,597,Mark,Durham,mark.durham@gmail.com,,Male,Sports Enthusiast,2000-10-11,True
123,776,Ian,Hester,ian.hester@gmail.com,+44-9508-1900,Male,Occasional,1986-01-13,False
124,443,Curtis,Mitchell,curtis.mitchell@gmail.com,+34-2635-9517,Male,Standard,1968-11-27,True
125,335,Daniel,Green,daniel.green@gmail.com,+1-2867-1066,Male,Occasional,1998-08-26,True
126,377,Christopher,Abbott,christopher.abbott@gmail.com,+34-7774-1490,Male,Standard,1982-01-06,True
127,540,Danielle,Gonzalez,danielle.gonzalez@gmail.com,+49-9975-2615,Female,Occasional,1991-04-11,True
128,325,Casey,Green,casey.green@gmail.com,+44-9168-3171,Female,Occasional,1952-06-12,True
129,223,Brian,Decker,brian.decker@gmail.com,2484-5467,Male,Standard,2002-06-26,True
130,318,Breanna,Pena,breanna.pena@gmail.com,+52-4190-6695,Female,Sports Enthusiast,1990-03-05,True
131,473,Stephen,Morgan,stephen.morgan@gmail.com,3401-1761,Male,Standard,2003-09-01,True
132,31,Daniel,Bryant,daniel.bryant@gmail.com,+52-3831-8172,Male,Premium,2005-03-03,True
133,133,Mike,Watson,mike.watson@gmail.com,+52-4001-9154,Other,Standard,1966-04-16,True
134,677,Carolyn,Rose,carolyn.rose@gmail.com,+34-1164-3424,Female,Standard,1969-03-14,True
135,235,Rebecca,Hanson,rebecca.hanson@gmail.com,+34-4662-4822,Female,Standard,1997-07-06,True
136,531,Jeffrey,Page,jeffrey.page@gmail.com,+1-1168-4603,Male,Standard,1970-04-20,True
137,772,Bailey,Andrade,bailey.andrade@gmail.com,+44-2346-6521,Female,Standard,1977-04-10,True
138,662,Carlos,Lopez,carlos.lopez@gmail.com,6495-0605,Male,Occasional,1979-05-02,True
139,557,Joseph,Benson,joseph.benson@gmail.com,+49-1346-3107,Male,Standard,1989-05-05,True
140,15,Emily,Jordan,emily.jordan@gmail.com,+49-5760-1883,Female,Occasional,1965-02-01,True
141,381,Makayla,Mccall,makayla.mccall@gmail.com,+49-4747-3343,Female,Occasional,1979-07-08,True
142,248,Pamela,Matthews,pamela.matthews@gmail.com,+44-7016-8525,Female,Standard,1953-11-09,True
143,336,Sarah,Phillips,sarah.phillips@gmail.com,+34-0937-0118,Female,Sports Enthusiast,1965-01-27,True
144,636,Brittany,Wright,brittany.wright@gmail.com,,Female,Standard,1968-04-21,True
145,544,Lori,Ramirez,lori.ramirez@gmail.com,+34-0957-9281,Female,Occasional,1979-01-30,True
146,211,Beth,Romero,beth.romero@gmail.com,,Female,Occasional,1973-06-05,True
147,758,Lauren,Burns,lauren.burns@gmail.com,+49-1195-4062,Female,Standard,1993-01-16,True
148,472,Monica,Mueller,monica.mueller@gmail.com,+49-0683-1121,Female,Occasional,1953-08-13,False
149,165,Richard,Mendez,richard.mendez@gmail.com,,Male,Standard,1995-12-13,True
150,180,Carol,Hughes,carol.hughes@gmail.com,+1-5038-5616,Female,Occasional,1991-11-02,True
151,717,Sonya,Potter,sonya.potter@gmail.com,+1-7732-3573,Female,Standard,1985-01-12,True
152,493,James,Stone,james.stone@gmail.com,+1-0942-0793,Male,Occasional,1999-05-21,True
153,232,Christopher,Marquez,christopher.marquez@gmail.com,+44-4250-5925,Male,Occasional,1962-11-16,True
154,688,Kelly,Webb,kelly.webb@gmail.com,+34-8779-9364,Female,Standard,2008-04-09,True
155,246,Tina,Wells,tina.wells@gmail.com,+1-8161-2921,Female,Standard,1967-03-03,True
156,415,Kevin,Little,kevin.little@gmail.com,0753-5024,Male,Occasional,2001-11-10,True
157,35,Richard,Santos,richard.santos@gmail.com,+49-1232-2232,Male,Standard,1961-05-05,True
158,13,Christine,Jacobson,christine.jacobson@gmail.com,+52-0943-9137,Female,Occasional,1961-06-25,True
159,191,Shannon,Young,shannon.young@gmail.com,+1-7921-3168,Other,Standard,1958-01-23,True
160,460,Colleen,Coleman,colleen.coleman@gmail.com,+44-3715-1931,Female,Sports Enthusiast,1962-03-10,False
161,127,James,Moore,james.moore@gmail.com,+1-8037-4738,Male,Standard,1954-10-08,True
162,500,Sarah,Scott,sarah.scott@gmail.com,+34-6245-5407,Female,Sports Enthusiast,1968-07-05,True
163,798,Bradley,Walton,bradley.walton@gmail.com,+34-8823-4811,Male,Standard,1979-09-06,True
164,567,Elizabeth,Stone,elizabeth.stone@gmail.com,+44-5028-4779,Female,Occasional,1992-05-23,True
165,762,Jerry,Williams,jerry.williams@gmail.com,+52-1564-1533,Other,Standard,1962-03-23,True
166,736,Kayla,Rogers,kayla.rogers@gmail.com,+52-0633-1191,Female,Premium,1974-04-04,True
167,262,Jerry,Reynolds,jerry.reynolds@gmail.com,+34-3093-7313,Male,Occasional,1999-02-08,True
168,595,Jacob,Jimenez,jacob.jimenez@gmail.com,3793-0618,Male,Standard,1964-03-31,True
169,460,Don,Johnson,don.johnson@gmail.com,+44-2072-1624,Male,Sports Enthusiast,2007-02-28,True
170,590,Jeremy,Baker,jeremy.baker@gmail.com,+52-3255-0652,Male,Standard,1981-09-06,True
171,354,Bill,Valenzuela,bill.valenzuela@gmail.com,+52-9120-7209,Male,Standard,1988-10-31,True
172,766,Elizabeth,Shaw,elizabeth.shaw@gmail.com,+49-5081-9968,Female,Occasional,1954-02-28,False
173,267,Joshua,Miller,joshua.miller@gmail.com,+49-8174-4205,Male,Occasional,1979-03-01,True
174,120,Destiny,Perez,destiny.perez@gmail.com,+34-5674-0920,Female,Sports Enthusiast,1976-01-12,True
175,358,Barbara,Ward,barbara.ward@gmail.com,+1-0013-4140,Female,Standard,1980-02-14,True
176,74,Kimberly,Cook,kimberly.cook@gmail.com,,Female,Standard,1973-09-11,True
177,300,Megan,Wright,megan.wright@gmail.com,+44-4000-0400,Female,Standard,1984-02-01,True
178,20,Patrick,Mack,patrick.mack@gmail.com,+44-3487-5256,Male,Standard,1976-04-12,True
179,544,Sarah,Lee,sarah.lee@gmail.com,+52-6257-6013,Female,Occasional,1956-05-07,True
180,520,Larry,Taylor,larry.taylor@gmail.com,,Male,Premium,1978-09-26,True
181,24,Sarah,Moran,sarah.moran@gmail.com,+1-5081-5959,Female,Sports Enthusiast,1998-11-21,True
182,194,Joshua,Green,joshua.green@gmail.com,7416-4776,Male,Occasional,2006-07-15,True
183,167,Patricia,Campbell,patricia.campbell@gmail.com,+1-2319-7670,Female,Standard,1999-05-12,True
184,778,Michael,Shea,michael.shea@gmail.com,+34-4696-4589,Other,Occasional,1999-07-12,True
185,786,Theresa,Underwood,theresa.underwood@gmail.com,+1-8113-7244,Female,Sports Enthusiast,2000-12-06,True
186,21,Norma,Smith,norma.smith@gmail.com,+49-5914-4894,Female,Occasional,1994-05-16,True
187,507,Martha,Hays,martha.hays@gmail.com,+44-4639-2488,Female,Standard,1980-09-12,True
188,47,Tiffany,Grimes,tiffany.grimes@gmail.com,+49-7649-7378,Female,Occasional,1965-09-17,True
189,453,Darren,Cummings,darren.cummings@gmail.com,+44-7162-8974,Male,Occasional,1995-03-10,True
190,390,Daniel,Hall,daniel.hall@gmail.com,9191-9352,Male,Occasional,1970-05-01,True
191,771,Kevin,Tran,kevin.tran@gmail.com,7697-0856,Male,Standard,1956-09-18,True
192,457,John,Olsen,john.olsen@gmail.com,+49-6396-7044,Male,Standard,1997-12-28,False
193,289,Gina,Miller,gina.miller@gmail.com,+52-7025-0155,Female,Occasional,1998-07-06,True
194,274,Ryan,Patterson,ryan.patterson@gmail.com,+34-7525-6374,Male,Occasional,1952-10-06,True
195,4,Teresa,Butler,teresa.butler@gmail.com,+49-7663-3542,Female,Standard,1976-06-11,True
196,487,Samuel,Farrell,samuel.farrell@gmail.com,+1-0727-7282,Prefer Not to Say,Standard,2006-02-06,True
197,420,Alvin,Taylor,alvin.taylor@gmail.com,+49-8942-6603,Male,Occasional,1962-12-08,True
198,709,Shelly,Torres,shelly.torres@gmail.com,+52-6448-2943,Female,Standard,1959-12-30,False
199,143,Oscar,Porter,oscar.porter@gmail.com,6537-7784,Male,Occasional,1965-03-25,True
200,115,Matthew,Gomez,matthew.gomez@gmail.com,,Male,Occasional,1982-08-21,True
201,704,Courtney,Simmons,courtney.simmons@gmail.com,,Female,Occasional,1970-01-15,True
202,398,Paul,Farmer,paul.farmer@gmail.com,,Male,Occasional,1953-12-23,True
203,640,Michael,Evans,michael.evans@gmail.com,,Male,Standard,1953-06-20,True
204,65,Kevin,Bradley,kevin.bradley@gmail.com,,Male,Occasional,1965-07-24,True
205,777,Amanda,Taylor,amanda.taylor@gmail.com,+1-3743-2692,Female,Sports Enthusiast,1980-11-05,True
206,389,Vanessa,Gamble,vanessa.gamble@gmail.com,,Female,Standard,1999-09-15,True
207,711,Laura,Lloyd,laura.lloyd@gmail.com,,Female,Standard,1953-09-02,True
208,70,Susan,Berry,susan.berry@gmail.com,,Female,Sports Enthusiast,1970-09-28,True
209,29,Jeanne,James,jeanne.james@gmail.com,4659-5112,Female,Standard,1958-10-30,True
210,223,Tiffany,Brown,tiffany.brown@gmail.com,5966-6942,Female,Standard,1957-12-20,True
211,486,Jasmine,Wells,jasmine.wells@gmail.com,+52-5428-8463,Female,Occasional,1991-07-10,True
212,590,Gary,Hayden,gary.hayden@gmail.com,3027-7217,Male,Standard,1952-02-22,True
213,285,Mark,Torres,mark.torres@gmail.com,+34-5326-7992,Male,Occasional,1994-04-05,True
214,752,Carolyn,Leonard,carolyn.leonard@gmail.com,+1-7268-7793,Female,Standard,1981-01-31,True
215,264,Cassandra,Serrano,cassandra.serrano@gmail.com,2867-2877,Female,Occasional,1957-05-21,True
216,768,Lindsey,Johnson,lindsey.johnson@gmail.com,+52-6296-9652,Female,Occasional,1953-02-25,True
217,105,Christina,Pruitt,christina.pruitt@gmail.com,2040-4107,Female,Occasional,1964-11-10,True
218,636,James,Harris,james.harris@gmail.com,+52-0265-7814,Male,Occasional,1983-05-13,True
219,379,Doris,Warren,doris.warren@gmail.com,+34-3110-1584,Female,Occasional,1979-12-14,False
220,369,Jordan,Wood,jordan.wood@gmail.com,+49-0174-9317,Female,Occasional,2000-03-31,True
221,107,Adam,Murphy,adam.murphy@gmail.com,,Male,Occasional,1963-08-22,True
222,424,Susan,Myers,susan.myers@gmail.com,+44-7010-1492,Female,Standard,1968-07-08,True
223,343,Wanda,Anderson,wanda.anderson@gmail.com,+1-4006-1386,Female,Sports Enthusiast,1958-12-25,True
224,666,Jennifer,Paul,jennifer.paul@gmail.com,,Female,Occasional,1970-03-21,True
225,348,James,Berger,james.berger@gmail.com,4711-8004,Male,Occasional,1984-03-02,True
226,800,Christine,Harrell,christine.harrell@gmail.com,+44-5960-2769,Female,Sports Enthusiast,1986-09-20,True
227,341,Emily,Meyers,emily.meyers@gmail.com,+52-7966-0548,Female,Sports Enthusiast,1983-11-19,True
228,425,Maurice,Moore,maurice.moore@gmail.com,+1-4640-6948,Male,Occasional,1977-01-27,False
229,572,Laura,Collins,laura.collins@gmail.com,8277-1148,Female,Standard,1964-04-29,True
230,412,Dale,Moran,dale.moran@gmail.com,9755-7082,Male,Standard,2003-06-27,True
231,767,Judy,Harris,judy.harris@gmail.com,+49-4144-2942,Female,Occasional,1979-03-19,True
232,355,Wendy,Griffin,wendy.griffin@gmail.com,,Female,Occasional,2006-10-13,True
233,301,Roger,Jacobs,roger.jacobs@gmail.com,+49-6268-4970,Male,Standard,1997-05-10,True
234,154,David,Murphy,david.murphy@gmail.com,,Male,Sports Enthusiast,1957-12-02,True
235,437,Laura,Henry,laura.henry@gmail.com,7006-8143,Female,Standard,1968-07-08,True
236,86,Joel,Williams,joel.williams@gmail.com,+52-6610-5417,Male,Occasional,1988-03-23,True
237,469,Brandon,Lucas,brandon.lucas@gmail.com,,Male,Occasional,1964-02-14,True
238,460,Samantha,Reed,samantha.reed@gmail.com,,Other,Occasional,1960-04-20,True
239,444,Sarah,Sparks,sarah.sparks@gmail.com,+34-7618-6770,Female,Standard,1992-05-28,True
240,651,James,Colon,james.colon@gmail.com,+1-8349-1430,Male,Occasional,2000-03-08,True
241,288,Samuel,Perry,samuel.perry@gmail.com,+49-5978-3367,Male,Occasional,1975-12-16,True
242,704,Christopher,Williamson,christopher.williamson@gmail.com,,Male,Standard,1961-06-20,True
243,688,Jeffrey,Cruz,jeffrey.cruz@gmail.com,+49-7698-8012,Male,Standard,1956-01-28,True
244,222,Matthew,Hale,matthew.hale@gmail.com,,Male,Standard,1972-02-18,True
245,503,Anna,Hale,anna.hale@gmail.com,,Female,Occasional,1958-04-15,True
246,634,Andrew,Mcclure,andrew.mcclure@gmail.com,+1-0637-0355,Male,Standard,2002-03-14,True
247,407,Brooke,Khan,brooke.khan@gmail.com,+52-1662-9658,Female,Occasional,1998-12-29,True
248,800,Kimberly,Estrada,kimberly.estrada@gmail.com,,Female,Standard,1973-11-10,True
249,563,Carl,Barber,carl.barber@gmail.com,+1-0922-5450,Prefer Not to Say,Occasional,1974-10-05,True
250,450,Stephanie,Kerr,stephanie.kerr@gmail.com,,Female,Standard,1973-09-23,True
251,656,Jennifer,Gill,jennifer.gill@gmail.com,+44-7183-4100,Female,Occasional,1990-02-20,True
252,719,Bryan,Wood,bryan.wood@gmail.com,+1-9300-4603,Male,Premium,1960-01-12,True
253,639,Nicole,Gordon,nicole.gordon@gmail.com,+49-7064-9375,Female,Standard,1971-04-27,False
254,501,Richard,Ortiz,richard.ortiz@gmail.com,+49-5830-4702,Male,Standard,1966-07-12,True
255,559,Carmen,Clark,carmen.clark@gmail.com,+34-1300-5019,Female,Standard,1994-02-17,True
256,392,Andrew,Johnson,andrew.johnson@gmail.com,+44-8084-2740,Male,Standard,1964-06-03,True
257,75,Mark,Lowe,mark.lowe@gmail.com,+34-5320-5285,Male,Sports Enthusiast,1979-04-07,True
258,14,Joel,Cooper,joel.cooper@gmail.com,+34-7117-8875,Male,Occasional,2003-06-09,True
259,544,James,Lee,james.lee@gmail.com,,Male,Standard,1952-08-19,True
260,297,Andrew,King,andrew.king@gmail.com,,Male,Standard,2006-04-08,True
261,222,Michael,Taylor,michael.taylor@gmail.com,4515-6993,Male,Sports Enthusiast,2008-03-05,True
262,793,Michael,Marshall,michael.marshall@gmail.com,,Male,Standard,1971-12-09,True
263,618,Julia,Miller,julia.miller@gmail.com,+52-9309-2523,Female,Occasional,1956-01-31,True
264,625,Diane,Reeves,diane.reeves@gmail.com,7124-1373,Other,Premium,1975-07-19,True
265,305,Jessica,Ruiz,jessica.ruiz@gmail.com,9366-9436,Female,Standard,1996-03-08,True
266,33,Douglas,Martin,douglas.martin@gmail.com,+49-5945-6815,Male,Occasional,1990-12-23,True
267,800,Sara,Lawson,sara.lawson@gmail.com,+1-1879-8976,Female,Standard,1998-09-13,True
268,160,Gregory,Martinez,gregory.martinez@gmail.com,,Other,Occasional,2004-04-22,True
269,744,Patrick,Jackson,patrick.jackson@gmail.com,+1-1960-2509,Male,Standard,1988-07-19,True
270,318,Michael,Smith,michael.smith@gmail.com,,Male,Standard,2007-01-07,True
271,323,Denise,Alexander,denise.alexander@gmail.com,+34-7072-6027,Female,Occasional,1969-05-24,True
272,794,Cassandra,Klein,cassandra.klein@gmail.com,+44-0537-3808,Female,Occasional,1970-12-04,True
