id,department_id,manager_id,first_name,last_name,email,job_title,salary,hire_date,is_active
95,8,8,Steven,Hartman,shartman@datamartx.com,Data Analyst,69187.72,2018-07-20,True
96,7,7,Megan,Williams,mwilliams1@datamartx.com,Senior Support Agent,46684.57,2025-01-15,True
97,4,4,Robert,Bush,rbush@datamartx.com,Helpdesk Specialist,50018.0,2021-08-14,True
98,4,4,Lee,Ramsey,lramsey@datamartx.com,Database Administrator,95783.13,2020-05-19,False
99,4,4,Katherine,Cole,kcole@datamartx.com,Software Engineer,88326.76,2019-07-02,True
100,4,4,Lindsey,Peterson,lpeterson@datamartx.com,Lead Software Engineer,116967.27,2023-01-19,False
101,4,4,Samantha,Patrick,spatrick@datamartx.com,Senior Systems Administrator,93170.27,2020-03-25,True
102,5,5,Jason,Miller,jmiller@datamartx.com,SEO Specialist,58935.94,2025-05-29,True
103,2,2,Tina,Green,tgreen@datamartx.com,Financial Analyst,66325.13,2022-10-21,True
104,5,5,Emily,Hamilton,ehamilton@datamartx.com,Marketing Manager,100864.12,2025-02-02,True
105,6,6,Andrew,Foster,afoster@datamartx.com,Logistics Coordinator,51773.11,2022-08-26,True
106,2,2,Alexander,Rios,arios@datamartx.com,Financial Analyst,63098.42,2024-07-21,True
107,4,4,Steve,Sullivan,ssullivan@datamartx.com,Database Administrator,89206.54,2023-06-16,True
108,5,5,Diane,Garner,dgarner@datamartx.com,SEO Specialist,62496.06,2022-08-05,True
109,5,5,Jessica,Turner,jturner@datamartx.com,SEO Specialist,65288.52,2025-09-18,True
110,4,4,Lisa,Jensen,ljensen@datamartx.com,DevOps Engineer,93287.59,2022-12-12,True
111,4,4,Hannah,Mccarty,hmccarty@datamartx.com,DevOps Engineer,80328.93,2024-10-02,True
112,4,4,Emily,Ballard,eballard@datamartx.com,Lead Software Engineer,114730.92,2022-12-17,True
113,8,8,Christopher,Taylor,ctaylor@datamartx.com,Senior Product Manager,100357.04,2020-11-12,True
114,6,6,James,Cabrera,jcabrera@datamartx.com,Inventory Clerk,35343.71,2021-09-22,True
115,6,6,Heather,Lopez,hlopez@datamartx.com,Inventory Clerk,35565.15,2019-07-21,True
116,5,5,Anthony,Castillo,acastillo@datamartx.com,SEO Specialist,63475.97,2021-01-13,True
117,7,7,Dustin,Allen,dallen@datamartx.com,Support Agent,41599.5,2019-03-24,False
118,6,6,Megan,Garrison,mgarrison@datamartx.com,Supply Chain Manager,84227.63,2022-10-01,True
119,5,5,Amanda,Miller,amiller@datamartx.com,SEO Specialist,59716.83,2022-02-09,True
120,4,4,Kayla,Hernandez,khernandez@datamartx.com,Database Administrator,95668.44,2022-04-03,True
121,5,5,Robert,Wilson,rwilson@datamartx.com,Sales Representative,60530.9,2022-06-27,True
122,2,2,Rachel,Rodgers,rrodgers@datamartx.com,Senior Accountant,85229.0,2024-06-13,True
123,5,5,Sean,Washington,swashington@datamartx.com,Marketing Manager,104648.58,2023-03-11,True
124,6,6,Andrew,Cole,acole@datamartx.com,Supply Chain Manager,87010.39,2018-08-11,True
125,4,4,John,Phillips,jphillips@datamartx.com,Software Engineer,72078.08,2021-06-23,False
126,6,6,Maria,Myers,mmyers@datamartx.com,Warehouse Supervisor,53293.11,2025-07-16,True
127,3,3,Matthew,Garcia,mgarcia@datamartx.com,HR Coordinator,46923.89,2022-01-16,True
128,4,4,Melanie,Reynolds,mreynolds@datamartx.com,Lead Software Engineer,128794.59,2024-08-29,True
129,5,5,Robert,Simpson,rsimpson@datamartx.com,Account Manager,77472.81,2021-01-06,True
130,7,7,Beth,Simon,bsimon@datamartx.com,Support Team Lead,60597.46,2019-03-03,True
131,7,7,Yolanda,Johnson,yjohnson@datamartx.com,Support Agent,41278.37,2024-06-04,True
132,6,6,Ricardo,Palmer,rpalmer@datamartx.com,Warehouse Supervisor,47542.44,2018-09-12,True
133,5,5,Jenny,Mcconnell,jmcconnell@datamartx.com,Marketing Manager,85306.23,2023-09-29,True
134,6,6,Rebecca,Dillon,rdillon@datamartx.com,Warehouse Supervisor,47438.83,2025-12-05,False
135,2,2,Jesse,Brown,jbrown1@datamartx.com,Financial Analyst,66235.44,2023-04-25,True
136,5,5,Andrew,Ray,aray@datamartx.com,Marketing Manager,91796.36,2021-01-12,True
137,6,6,Angela,Adams,aadams@datamartx.com,Supply Chain Manager,81450.42,2023-08-24,True
138,6,6,Deborah,Small,dsmall@datamartx.com,Warehouse Supervisor,52355.42,2019-04-13,True
139,4,4,Daryl,Dean,ddean@datamartx.com,Software Engineer,75854.14,2025-01-12,True
140,4,4,Debbie,West,dwest@datamartx.com,Lead Software Engineer,115397.08,2024-09-11,True
141,2,2,Ryan,Martin,rmartin@datamartx.com,Junior Accountant,48563.08,2022-07-06,True
142,3,3,Jessica,Harrison,jharrison@datamartx.com,Recruiter,58213.15,2019-11-21,True
143,8,8,Samuel,Romero,sromero@datamartx.com,Senior Product Manager,110752.78,2022-04-15,True
144,8,8,Briana,Cohen,bcohen@datamartx.com,Product Manager,86112.85,2021-02-04,True
145,8,8,Sandra,Castaneda,scastaneda@datamartx.com,Senior Product Manager,122950.97,2019-04-02,True
146,4,4,Jennifer,Mcdonald,jmcdonald@datamartx.com,Software Engineer,71083.54,2020-06-07,True
147,5,5,Nicole,Sharp,nsharp@datamartx.com,SEO Specialist,62804.6,2020-03-30,True
148,6,6,Peter,Butler,pbutler@datamartx.com,Logistics Coordinator,56069.94,2021-09-12,True
149,4,4,Shelly,Delgado,sdelgado@datamartx.com,Helpdesk Specialist,49818.31,2022-12-12,True
150,4,4,Michael,Kennedy,mkennedy@datamartx.com,Senior Systems Administrator,101837.42,2020-04-09,True
151,7,7,Tasha,Martin,tmartin@datamartx.com,Support Agent,40161.64,2018-10-03,True
152,4,4,Jared,Vazquez,jvazquez@datamartx.com,Lead Software Engineer,129216.97,2019-08-14,True
153,4,4,Christopher,Webb,cwebb@datamartx.com,DevOps Engineer,96589.77,2025-03-01,True
154,6,6,Glen,Moore,gmoore@datamartx.com,Warehouse Supervisor,48327.0,2019-03-08,True
155,6,6,Travis,Leon,tleon@datamartx.com,Warehouse Supervisor,50111.58,2024-02-05,True
156,6,6,Sherry,Snyder,ssnyder@datamartx.com,Warehouse Supervisor,53362.68,2019-11-11,True
157,5,5,Jimmy,Hawkins,jhawkins@datamartx.com,SEO Specialist,57215.14,2019-03-17,True
158,6,6,Yvette,Howard,yhoward@datamartx.com,Inventory Clerk,36800.09,2024-12-16,True
159,6,6,Jose,Rhodes,jrhodes@datamartx.com,Supply Chain Manager,88489.98,2023-12-22,True
160,8,8,Gregg,Villarreal,gvillarreal@datamartx.com,Data Analyst,63607.37,2021-05-31,False
161,4,4,Wesley,Roman,wroman@datamartx.com,Software Engineer,80082.5,2021-08-24,True
162,8,8,Matthew,Wilson,mwilson@datamartx.com,Data Analyst,72135.75,2023-12-31,True
163,6,6,Jeremy,Hoffman,jhoffman@datamartx.com,Inventory Clerk,36946.96,2022-10-13,True
164,5,5,Tom,Chaney,tchaney@datamartx.com,Marketing Manager,89382.44,2022-10-14,True
165,6,6,Kristen,Hammond,khammond@datamartx.com,Warehouse Supervisor,52949.28,2021-06-29,True
166,3,3,Kayla,Hawkins,khawkins@datamartx.com,HR Specialist,68148.47,2020-09-14,True
167,5,5,Paula,Castaneda,pcastaneda@datamartx.com,SEO Specialist,57000.06,2020-01-11,True
168,6,6,Morgan,Munoz,mmunoz@datamartx.com,Warehouse Supervisor,47159.45,2021-04-23,False
169,6,6,Dalton,Williams,dwilliams@datamartx.com,Supply Chain Manager,82461.18,2025-05-10,True
170,6,6,Sophia,Lloyd,slloyd@datamartx.com,Warehouse Supervisor,49411.57,2020-01-10,True
171,6,6,Sydney,Campos,scampos@datamartx.com,Inventory Clerk,37027.68,2024-10-22,True
172,8,8,Theresa,Harrington,tharrington@datamartx.com,Senior Product Manager,102466.18,2020-09-28,True
173,5,5,Chelsea,Garrison,cgarrison@datamartx.com,Marketing Manager,87989.39,2025-10-20,True
174,5,5,Curtis,Hart,chart@datamartx.com,SEO Specialist,61337.3,2021-07-17,True
175,3,3,William,Jackson,wjackson@datamartx.com,HR Coordinator,45679.66,2018-09-01,True
176,4,4,David,Harris,dharris@datamartx.com,Software Engineer,77157.92,2025-04-06,True
177,5,5,Michael,Chandler,mchandler@datamartx.com,Sales Representative,57148.49,2022-06-02,False
178,4,4,Jean,Gill,jgill@datamartx.com,Software Engineer,86733.65,2021-03-12,True
179,4,4,Tyrone,Harrell,tharrell@datamartx.com,Lead Software Engineer,117618.77,2025-04-18,True
180,5,5,Eric,Cox,ecox@datamartx.com,Account Manager,66580.86,2024-01-11,True
181,4,4,Lori,Martinez,lmartinez@datamartx.com,Helpdesk Specialist,49632.13,2021-08-18,True
182,6,6,James,Montes,jmontes@datamartx.com,Supply Chain Manager,87506.2,2024-07-12,True
183,2,2,Kayla,Smith,ksmith@datamartx.com,Financial Analyst,66877.85,2022-04-24,True
184,6,6,Mary,Wells,mwells@datamartx.com,Inventory Clerk,37694.62,2018-11-22,True
185,6,6,Justin,Jackson,jjackson@datamartx.com,Warehouse Supervisor,49701.42,2023-01-16,False
186,5,5,Joseph,Espinoza,jespinoza@datamartx.com,Marketing Manager,95377.78,2018-10-07,True
187,4,4,Robert,Soto,rsoto@datamartx.com,Lead Software Engineer,124907.38,2022-01-22,True
188,5,5,John,Mullins,jmullins@datamartx.com,Account Manager,60633.94,2020-05-08,True
189,7,7,Alyssa,Cobb,acobb@datamartx.com,Support Agent,40550.94,2023-08-29,True
190,6,6,Devin,Patterson,dpatterson@datamartx.com,Supply Chain Manager,87638.18,2025-01-01,True
191,6,6,Samantha,Villanueva,svillanueva@datamartx.com,Inventory Clerk,38238.16,2021-02-19,True
192,5,5,Stephanie,Black,sblack@datamartx.com,Account Manager,62374.29,2021-07-01,True
193,5,5,Evelyn,Acevedo,eacevedo@datamartx.com,Account Manager,71118.63,2023-03-31,True
194,5,5,Scott,Carrillo,scarrillo@datamartx.com,Marketing Manager,92700.7,2023-11-22,True
195,6,6,Jennifer,Holmes,jholmes@datamartx.com,Supply Chain Manager,82584.27,2025-02-13,True
196,7,7,Chad,Morgan,cmorgan@datamartx.com,Support Team Lead,64855.82,2025-07-15,True
197,6,6,Richard,Barton,rbarton@datamartx.com,Warehouse Supervisor,46646.05,2025-01-06,True
198,8,8,Ryan,Long,rlong@datamartx.com,Data Analyst,75825.34,2018-10-30,False
199,6,6,Benjamin,Nielsen,bnielsen@datamartx.com,Warehouse Supervisor,51956.88,2024-10-27,True
200,6,6,Edward,Andrews,eandrews@datamartx.com,Warehouse Supervisor,52132.62,2019-03-26,True
201,6,6,Tiffany,Whitney,twhitney@datamartx.com,Warehouse Supervisor,53992.01,2020-10-26,True
202,3,3,Lauren,Liu,lliu@datamartx.com,Recruiter,56053.39,2024-01-30,True
203,2,2,Teresa,Barnes,tbarnes@datamartx.com,Senior Accountant,87445.07,2021-05-28,True
204,4,4,Nina,Haynes,nhaynes@datamartx.com,Helpdesk Specialist,45954.78,2021-12-19,True
205,2,2,Morgan,Griffith,mgriffith@datamartx.com,Senior Accountant,80434.57,2023-07-11,True
206,5,5,Lee,Cooper,lcooper@datamartx.com,Marketing Manager,100484.51,2019-12-02,True
207,2,2,Margaret,Mccullough,mmccullough@datamartx.com,Financial Analyst,66632.53,2023-07-11,True
208,6,6,Cheryl,Thomas,cthomas@datamartx.com,Inventory Clerk,37877.87,2020-05-07,True
209,4,4,Richard,Schneider,rschneider@datamartx.com,Software Engineer,87967.51,2021-12-19,True
210,3,3,Paige,Weber,pweber@datamartx.com,HR Specialist,63879.35,2025-02-21,True
211,6,6,Christine,Ramos,cramos@datamartx.com,Logistics Coordinator,54498.01,2025-09-27,True
212,8,8,Michael,Cain,mcain@datamartx.com,Product Manager,91811.61,2023-02-11,True
213,6,6,Deborah,Rowe,drowe@datamartx.com,Warehouse Supervisor,49453.55,2022-08-25,True
214,5,5,Nicole,Miller,nmiller@datamartx.com,Sales Representative,57831.45,2026-01-08,True
215,8,8,Amanda,Price,aprice@datamartx.com,Senior Product Manager,112107.87,2019-04-17,True
216,8,8,Jennifer,Hobbs,jhobbs@datamartx.com,Data Analyst,77530.54,2020-02-22,True
217,4,4,Abigail,Fernandez,afernandez@datamartx.com,Helpdesk Specialist,52960.95,2024-02-05,True
218,5,5,Jason,Hunt,jhunt@datamartx.com,Account Manager,68026.04,2025-08-30,True
219,3,3,Larry,Peterson,lpeterson1@datamartx.com,Recruiter,60509.6,2021-06-04,True
220,2,2,Cynthia,Johnson,cjohnson@datamartx.com,Senior Accountant,94081.82,2019-03-15,True
221,2,2,Pamela,Fernandez,pfernandez@datamartx.com,Senior Accountant,76992.05,2022-12-28,True
222,7,7,Jonathan,Collier,jcollier@datamartx.com,Senior Support Agent,48362.08,2018-07-19,True
223,5,5,Kevin,Henderson,khenderson@datamartx.com,SEO Specialist,62483.49,2023-10-18,True
224,3,3,William,Dennis,wdennis@datamartx.com,Recruiter,64362.28,2018-08-23,True
225,5,5,Mckenzie,Green,mgreen@datamartx.com,Account Manager,73926.01,2020-04-21,True
226,6,6,William,Martinez,wmartinez@datamartx.com,Supply Chain Manager,83791.87,2024-09-06,True
227,6,6,Katherine,Pugh,kpugh@datamartx.com,Inventory Clerk,37850.42,2022-12-31,True
228,3,3,Shane,Armstrong,sarmstrong@datamartx.com,HR Specialist,66576.05,2020-02-26,True
229,6,6,Adam,Morgan,amorgan@datamartx.com,Warehouse Supervisor,45718.63,2025-09-20,True
230,8,8,Joel,Reese,jreese@datamartx.com,Senior Product Manager,107964.18,2022-01-02,True
231,8,8,Bonnie,Espinoza,bespinoza@datamartx.com,Product Manager,80143.88,2023-03-27,True
232,2,2,Sharon,Wade,swade@datamartx.com,Financial Analyst,62010.9,2024-04-14,True
233,3,3,Megan,Hall,mhall@datamartx.com,HR Coordinator,43224.99,2025-06-30,False
234,2,2,Kevin,Estrada,kestrada@datamartx.com,Junior Accountant,47241.91,2022-06-23,True
235,2,2,Lisa,Armstrong,larmstrong@datamartx.com,Senior Accountant,76293.34,2021-06-05,True
236,2,2,Donald,Gray,dgray@datamartx.com,Junior Accountant,48298.85,2019-08-04,True
237,7,7,Joan,Garcia,jgarcia@datamartx.com,Support Team Lead,63736.19,2023-05-21,True
238,5,5,Zachary,Lee,zlee@datamartx.com,Sales Representative,52521.6,2025-11-23,True
239,2,2,Kimberly,Gibson,kgibson@datamartx.com,Senior Accountant,78575.2,2020-04-19,True
240,6,6,Dwayne,Simmons,dsimmons@datamartx.com,Supply Chain Manager,87413.72,2024-11-17,True
241,4,4,Robert,Davis,rdavis@datamartx.com,Database Administrator,88333.29,2024-02-26,True
242,6,6,Roger,Anderson,randerson@datamartx.com,Supply Chain Manager,91979.53,2022-08-22,True
243,5,5,Jason,Miller,jmiller1@datamartx.com,Marketing Manager,104340.32,2018-11-25,True
244,8,8,Erica,Powell,epowell@datamartx.com,Product Manager,79967.66,2022-10-12,True
245,6,6,Angelica,Maxwell,amaxwell@datamartx.com,Inventory Clerk,40300.46,2025-11-13,True
246,6,6,Monica,Silva,msilva@datamartx.com,Warehouse Supervisor,53321.59,2020-01-14,True
247,5,5,Dana,Barajas,dbarajas@datamartx.com,Account Manager,68809.35,2022-06-10,True
248,6,6,Hannah,Gould,hgould@datamartx.com,Inventory Clerk,41748.14,2020-04-17,False
249,6,6,Jessica,Butler,jbutler@datamartx.com,Warehouse Supervisor,48984.78,2024-01-25,False
250,7,7,Francisco,Wagner,fwagner@datamartx.com,Senior Support Agent,45886.95,2020-09-06,True
251,4,4,Todd,Ellis,tellis@datamartx.com,Helpdesk Specialist,53373.71,2024-08-31,True
252,6,6,Tammy,Palmer,tpalmer@datamartx.com,Logistics Coordinator,53815.56,2022-12-29,True
253,6,6,Allison,Benson,abenson@datamartx.com,Inventory Clerk,38016.2,2018-12-07,True
254,5,5,Stanley,Johnson,sjohnson@datamartx.com,SEO Specialist,59495.9,2022-08-24,True
255,3,3,Eric,Hansen,ehansen@datamartx.com,HR Coordinator,44680.42,2022-08-12,True
256,2,2,Sandra,Wilson,swilson@datamartx.com,Junior Accountant,51142.46,2021-05-07,True
257,6,6,Melissa,Rodriguez,mrodriguez@datamartx.com,Logistics Coordinator,61751.09,2023-08-20,False
258,7,7,Mike,Roberts,mroberts@datamartx.com,Senior Support Agent,46758.25,2022-04-16,True
259,5,5,Alexandra,Wilson,awilson@datamartx.com,Marketing Manager,97488.25,2024-01-24,True
260,5,5,Kevin,Brooks,kbrooks@datamartx.com,SEO Specialist,67192.93,2023-03-20,True
261,6,6,Kelly,Johnson,kjohnson@datamartx.com,Inventory Clerk,37636.95,2022-02-16,True
262,3,3,Douglas,Bowers,dbowers@datamartx.com,HR Coordinator,44589.18,2022-04-20,True
263,4,4,Robert,Zuniga,rzuniga@datamartx.com,Senior Systems Administrator,103502.96,2021-06-22,True
264,8,8,Kevin,Campbell,kcampbell@datamartx.com,Product Manager,89500.63,2019-08-09,False
265,8,8,Isaac,Singh,isingh@datamartx.com,Senior Product Manager,113200.64,2019-10-02,True
266,4,4,Aaron,Kelley,akelley@datamartx.com,Helpdesk Specialist,51154.24,2024-07-17,True
267,4,4,Carlos,Williams,cwilliams@datamartx.com,Software Engineer,89348.75,2021-05-10,True
268,4,4,Timothy,Collins,tcollins@datamartx.com,Database Administrator,100286.18,2025-10-21,True
269,6,6,Shaun,Morgan,smorgan@datamartx.com,Supply Chain Manager,96096.35,2024-04-26,True
270,3,3,Nicholas,Davenport,ndavenport@datamartx.com,HR Coordinator,46366.97,2024-05-20,True
271,7,7,Martha,Anderson,manderson@datamartx.com,Senior Support Agent,50645.0,2025-05-11,True
272,7,7,Dillon,Fields,dfields@datamartx.com,Senior Support Agent,51363.55,2024-03-27,True
273,2,2,Kathleen,Contreras,kcontreras@datamartx.com,Senior Accountant,78851.8,2021-09-16,True
274,6,6,Edward,Luna,eluna@datamartx.com,Supply Chain Manager,80599.96,2019-10-20,True
275,6,6,Christopher,Weber,cweber@datamartx.com,Supply Chain Manager,97656.71,2021-01-08,True
276,4,4,Cindy,Hughes,chughes@datamartx.com,Helpdesk Specialist,53236.02,2023-05-21,True
277,7,7,Rachel,Morgan,rmorgan@datamartx.com,Support Agent,39443.35,2019-09-22,True
278,6,6,Brandon,Santiago,bsantiago@datamartx.com,Supply Chain Manager,92629.8,2024-11-30,True
